graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,nai-t,tra-t,fro-t,frop-t,sta-e,nai-e,tra-e,fro-e,frop-e
europe_osm,0.00000002,0.00000008,0.0000001,3105.626069,1172.901077,7843.462931,49.53963156,46.63288094,0.000432,0.000000006852059622,0.000000006841578583,0.00000000454,0.00000000424
europe_osm,0.0000002,0.0000008,0.000001,3127.081822,1754.293844,2286.463798,62.19722144,55.09288547,0.000432,0.00000002889488381,0.00000002893521169,0.00000004781,0.00000002511
europe_osm,0.000002,0.000008,0.00001,3166.711495,3219.443125,3562.526763,134.7957108,104.511289,0.000432,0.00000004940651676,0.00000004946858531,0.00000005551,0.00000015601
europe_osm,0.00002,0.00008,0.0001,3287.935574,3346.964204,3684.664864,280.6946478,449.9514215,0.000433,0.0000004904054467,0.0000004904054467,0.00000053501,0.00000153001
europe_osm,0.0002,0.0008,0.001,3316.585308,3538.278142,3883.265691,1584.298893,1459.496808,0.00044,0.000004056663926,0.000004056663926,0.00000405001,0.00000918001
europe_osm,0.002,0.008,0.01,3485.40124,3743.008841,4349.236417,4697.802948,2730.780259,0.0005026664455,0.0000342,0.00003416663413,0.00003420001,0.00007740001
europe_osm,0.02,0.08,0.1,4561.210819,5302.033313,6563.133341,7572.57959,4142.12766,0.000849,0.0001372912623,0.0001372912623,0.00012600001,0.00022400001
